Drug Name,Description,URL,License Note,License URL,cid,SMILES
Proparacaine Hydrochloride,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[517321],CCCOC1=C(C=C(C=C1)C(=O)OCCN(CC)CC)N.Cl
Hydrocortisone Aceponate,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[68921],CCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)COC(=O)C
Prednisolone Acetate,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[5834],CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)O
Carbomycin,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,"[457814, 5287879, 5351548, 5811779, 10350561, 134129849, 146158912, 166639869, 168012668]",CC1CC(C(C(C(CC(=O)OC(CC2C(O2)C=CC1=O)C)OC(=O)C)OC)OC3C(C(C(C(O3)C)OC4CC(C(C(O4)C)OC(=O)CC(C)C)(C)O)N(C)C)O)CC=O
Clavulanate Potassium,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[23665591],C1C2N(C1=O)C(C(=CCO)O2)C(=O)[O-].[K+]
Diclazuril,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[456389],C1=CC(=CC=C1C(C#N)C2=C(C=C(C=C2Cl)N3C(=O)NC(=O)C=N3)Cl)Cl
Fenbendazole,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[3334],COC(=O)NC1=NC2=C(N1)C=C(C=C2)SC3=CC=CC=C3
Desoxycorticosterone Pivalate,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[11876263],CC12CCC3C(C1CCC2C(=O)COC(=O)C(C)(C)C)CCC4=CC(=O)CCC34C
Clomipramine Hydrochloride,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[68539],CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl.Cl
Erythromycin Thiocyanate,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[83938],CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O.C(#N)S
Dinoprost Tromethamine,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[5282415],CCCCCC(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O.C(C(CO)(CO)N)O
Flunixin Meglumine,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[39212],CC1=C(C=CC=C1NC2=C(C=CC=N2)C(=O)O)C(F)(F)F.CNCC(C(C(C(CO)O)O)O)O
Selegiline Hydrochloride,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[26758],CC(CC1=CC=CC=C1)N(C)CC#C.Cl
Levamisole,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[26879],C1CSC2=NC(CN21)C3=CC=CC=C3
Xylazine,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[5707],CC1=C(C(=CC=C1)C)NC2=NCCCS2
Thiamylal Sodium,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[23677058],CCCC(C)C1(C(=O)NC(=NC1=O)[S-])CC=C.[Na+]
Sulfamethazine,Animal drug and active ingredient information from the FDA Green Book.,https://www.fda.gov/animal-veterinary/products/approved-animal-drug-products-green-book,"Unless otherwise noted, the contents of the FDA website (www.fda.gov), both text and graphics, are not copyrighted. They are in the public domain and may be republished, reprinted and otherwise used freely by anyone without the need to obtain permission from FDA. Credit to the U.S. Food and Drug Administration as the source is appreciated but not required.",https://www.fda.gov/about-fda/about-website/website-policies#linking,[5327],CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C
